FILENAME	t1_1	t1_2	t1_3	t1_4	t1_5	t1_6	t1_7	t1_h4	t1_h7	t1_2	t1_3	t1_	t2_1	t2_2	t2_3	t2_4	t2_5	t2_6	t2_7	t2_h7	t2_3	t3_1	t3_2	t3_3	t3_4	t3_5	t3_6	t3_7	t3_h4	t3_1	t3_2	t3_3	t3_	t4_1	t4_2	t4_3	t4_4	t4_5	t4_6	t4_7	t4_6	t4_	t5_1	t5_2	t5_3	t5_4	t5_5	t5_6	t5_7	t5_F4	t5_h4	t5_h7	t5_4	t5_6	t5_	t6_1	t6_2	t6_3	t6_4	t6_5	t6_6	t6_7	t6_F4	t6_b	t6_6	t6_	t7_1	t7_2	t7_3	t7_4	t7_5	t7_6	t7_7	t7_h4	t7_7	tF4_1	tF4_6	tb_4	th4_3	th4_5	th4_6	th4_h4	th7_1	th7_5	th7_7	th7_h7	t1_1	t4_4	t7_5	t2_2	t2_4	t2_2	t2_1	t3_2	t3_4	t3_5	t3_3	t6_1	t6_6	t6_6	t6_1	t1_1	t1_3	t_3	t_4	t_5	t_6	t_7
Multani_D3T17txtdeg	11538	3846	7692	0	0	0	0	0	0	0	0	0	7692	0	0	0	0	0	0	0	0	0	3846	3846	15385	0	0	0	0	0	0	0	0	3846	0	11538	3846	3846	3846	0	0	0	0	0	0	7692	3846	0	0	0	0	0	0	0	0	0	0	0	0	3846	0	0	0	0	0	0	3846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nayaki_kanada_D3T18txtdeg	2632	15789	0	0	0	0	10526	0	0	0	0	0	15789	5263	0	2632	0	0	0	0	7895	0	0	0	0	0	0	0	0	0	0	0	0	2632	2632	0	2632	2632	0	0	0	0	0	0	0	2632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10526	0	0	0	0	0	2632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5263	2632	0	5263	0	0	0	0	0	0	0	0	0	0	0
Patdip_D3T19txtdeg	0	0	3125	3125	0	0	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3125	9375	625	0	0	0	0	0	0	0	0	0	125	625	125	0	0	0	0	3125	0	0	125	0	0	3125	0	0	0	0	0	0	0	0	0	0	3125	3125	0	0	0	0	0	625	0	0	0	0	3125	3125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pilu_D3T20txtdeg	3	2	35	0	05	1	55	0	0	0	0	05	45	05	2	7	0	0	0	0	0	15	65	45	25	0	0	0	0	0	0	0	0	0	4	25	05	55	05	0	0	0	0	1	25	3	1	15	55	0	0	0	0	0	0	05	0	0	0	65	1	2	0	0	0	0	7	0	0	0	05	6	25	0	05	0	0	0	0	0	0	0	0	0	0	0	0	0	05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	05
file6deg	4706	0	9412	1176	0	2353	9412	0	0	0	0	1176	0	0	0	0	0	0	0	0	0	7059	0	2353	4706	0	0	2353	0	0	0	0	0	1176	0	3529	1176	0	2353	2353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1176	0	1176	3529	0	4706	5882	0	0	0	0	14118	0	0	0	0	7059	5882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1176
file7deg	1911	6369	0	0637	0637	2548	7643	0	0	0	0	0	4459	1274	0637	1911	0	0	3185	0	0	0637	0637	0637	0637	0	0	0	0	0	0	0	0	0637	1274	0637	0637	9554	0	0637	0	0	4459	1911	0637	5732	1911	0637	1911	0	0	0	0	0	0	0	0	0	0637	0637	1911	7643	0	0637	0	0	828	0	0	2548	4459	6369	1911	0	0	0	0	0637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
puriyatxtdeg	2899	0	0	0	0	0	7246	0	0	0	0	0	4348	0	4348	0	0	0	1449	0	0	0	4348	2899	10145	0	0	0	0	0	0	0	0	0	0	8696	4348	0	7246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1449	0	1449	1449	0	2899	10145	0	0	0	0	2899	5797	0	4348	0	5797	5797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
puriya_dhanashritxtdeg	6107	1527	0	0	0	229	3817	0	0	0	0	0	3053	0	6107	1527	0	0763	229	0	0	0763	687	229	6107	0	0763	0763	0	0	0	0	0	0	0	916	0	3053	5344	0	0	0	0	0	0	687	3053	0763	0	0	0	0	0	0	0	229	0763	0	229	458	0	3817	0	0	0	0	229	458	0	0763	0	3817	1527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
puriya_kalyantxtdeg	5195	1299	0	0	0	0	5195	0	0	0	0	0	3896	1299	6494	1299	0	0	3896	0	0	0	6494	7792	6494	0	0	1299	0	0	0	0	0	1299	0	7792	0	0	5195	0	0	0	0	0	0	2597	0	0	0	0	0	0	0	0	0	0	0	0	2597	1299	0	5195	0	0	0	0	2597	7792	0	1299	1299	3896	6494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
purvitxtdeg	1587	0	0	0	0	0	1587	0	0	0	0	0	1587	1587	14286	1587	0	0	1587	0	0	0	9524	0	11111	1587	0	4762	0	0	0	0	0	0	1587	11111	3175	1587	3175	0	0	0	0	0	1587	4762	1587	0	0	0	0	0	0	0	0	0	0	0	0	3175	0	1587	0	0	0	0	1587	7937	0	0	0	1587	4762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rageshritxtdeg	297	099	495	0495	0	198	4455	0	0	0	0	0	297	099	0495	0	0	0	1485	0	0	0495	3465	3465	11881	0	0	0	0	0	0	0	0	2475	0	8416	2475	0	396	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0495	0	1485	3465	0	4455	8416	0	0	0	0	6931	0495	0495	0495	0	7921	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ramkalitxtdeg	2439	2439	0	0	0	0	2439	0	0	0	0	0	2439	0	4878	2439	0	0	0	0	0	0	4878	4878	9756	2439	0	0	0	0	0	0	0	0	4878	7317	4878	9756	2439	0	0	0	0	0	2439	12195	2439	2439	0	0	0	0	0	0	0	0	0	0	0	4878	4878	0	0	0	0	0	2439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
shahanatxtdeg	2591	3109	0518	1554	0518	0518	6218	0	0	0	0	0	5699	0518	0518	0	0	0	0	0	0	0	2073	2591	6218	0	0	0	0	0	0	0	0	0	0	6736	2073	2073	3627	1036	0	0	2073	0	0	5699	4663	1554	1554	0	0	0	0	0	0	0518	0	0518	0	2591	3109	8808	0	0	0	0	4145	1036	0	0	5699	6736	3109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
shankaratxtdeg	2752	0	1835	0	0917	0	6422	0	0	0	0	0	367	0	8257	0	0	0	0917	0	0	0	10092	367	0	11009	0	0917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11927	0	2752	0	367	0	0	0	0	0	0	2752	0	0	0	367	0	1835	0	0	0	0	2752	2752	0	0	0	8257	9174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
shritxtdeg	1449	5797	0	0	0	0	0	0	0	0	0	0	4348	11594	2899	2899	5797	0	1449	0	0	0	8696	1449	0	0	0	0	0	0	0	0	0	0	0	4348	5797	4348	4348	0	0	0	0	2899	1449	4348	2899	1449	1449	0	0	0	0	0	0	0	0	0	5797	1449	2899	1449	0	0	0	0	1449	0	0	0	0	2899	4348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
shuddh_kalyantxtdeg	6047	3256	2326	0	093	7442	1395	0	0	0	0	0	5581	4651	10698	0	2326	0	0	0	0	2326	13953	6047	0	3256	093	0465	0	0	0	0	0	0	0	0	0	093	093	0	0	0	093	0	6047	186	2326	093	0	0	0	0	0	0	0	6047	0	186	0	2326	2326	0	0	0	0	0	0465	1395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
shuddh_sarangtxtdeg	4878	0	0	2439	0	0	7317	0	0	0	0	0	4878	4878	0	7317	0	0	2439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9756	0	14634	7317	0	0	0	0	0	2439	0	4878	2439	0	2439	0	0	0	0	0	0	2439	0	0	0	2439	0	0	0	0	0	0	4878	2439	0	0	0	4878	4878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
shyam_kalyantxtdeg	2703	4054	0	1351	0	0	1351	0	0	0	0	0	4054	1351	0	5405	0	0	2703	0	0	0	1351	5405	8108	0	0	0	0	0	0	0	0	0	2703	6757	5405	5405	1351	0	0	0	0	2703	2703	1351	12162	1351	0	0	0	0	0	0	0	0	0	0	0	1351	4054	4054	0	0	0	0	2703	1351	0	0	1351	2703	2703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sindhuratxtdeg	102	7143	102	0	102	0	3061	0	0	0	0	0	5102	102	4082	4082	0	0	2041	0	0	102	8163	4082	0	0	0	0	0	0	0	0	0	0	0	4082	0	6122	0	0	0	0	0	0	0	5102	102	9184	0	0	0	0	0	0	0	5102	0	0	102	5102	6122	3061	0	0	0	0	102	0	0	0	2041	5102	3061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sohinitxtdeg	7229	241	241	1205	0	0	3614	0	0	0	0	0	7229	0	1205	0	0	0	0	0	0	0	3614	3614	9639	0	0	0	0	0	0	0	0	0	0	9639	4819	0	7229	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8434	0	1205	8434	0	0	0	0	241	241	0	0	0	9639	1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sur_malhartxtdeg	1596	3191	0	1064	2128	0	3723	0	0	0	0	0	1596	4787	0	7447	0532	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1064	7979	0	5851	6383	0	2128	0	0	266	0	0	5319	3723	4255	5851	0	0	0	0	0	0	0	0532	0	1596	4255	1064	1596	0	0	0	0	5319	0532	0	2128	4255	3723	1064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tilak_kamodtxtdeg	13158	0	7895	2632	0	0	2632	0	0	0	0	0	5263	0	7895	0	2632	0	0	0	0	5263	13158	0	0	0	0	0	0	0	0	0	0	0	2632	2632	2632	0	0	2632	0	0	2632	0	0	2632	5263	2632	2632	0	0	0	0	0	0	0	0	0	2632	0	0	0	0	0	0	0	2632	0	0	0	5263	0	2632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tilangtxtdeg	0	0	4167	0	4167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4167	0	125	8333	4167	0	0	0	0	0	0	0	0	0	8333	0	8333	0	4167	0	0	0	0	4167	125	0	0	8333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4167	0	0	0	8333	0	4167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
yamantxtdeg	0	0	0	0	0	0	3226	0	0	0	0	0	3226	0	9677	0	0	0	3226	0	0	0	12903	0	6452	0	0	0	0	0	0	0	0	0	0	6452	6452	0	6452	0	0	0	0	0	0	3226	0	0	0	0	0	0	0	0	0	0	0	0	3226	3226	3226	9677	0	0	0	0	3226	3226	3226	0	0	9677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
