,y_variable,sa,re,lowered_re,ga,lowered_ga,ma,raised_ma,pa,da,lowered_da,ni,lowered_ni,average_pitch,entropy,average_interval,intervallic_entropy,tempo,onset_density,average_ioi,long_long,long_short,short_long,Identical?,short_short,FILENAME,t1_1,t1_1m,t1_1s,t1_2,t1_2m,t1_2s,t1_3,t1_3m,t1_3s,t1_4,t1_4m,t1_4s,t1_5,t1_5m,t1_5s,t1_6,t1_6m,t1_6s,t1_7,t1_7m,t1_7mm,t1_7s,t1m_1,t1m_1m,t1m_1s,t1m_2,t1m_2m,t1m_2s,t1m_3,t1m_3m,t1m_3s,t1m_4,t1m_4m,t1m_4s,t1m_5,t1m_5m,t1m_5s,t1m_6,t1m_6m,t1m_6s,t1m_7,t1m_7m,t1m_7s,t1s_1,t1s_1m,t1s_1s,t1s_2,t1s_2m,t1s_2s,t1s_3,t1s_3m,t1s_3s,t1s_4,t1s_4m,t1s_4s,t1s_5,t1s_5m,t1s_5s,t1s_6,t1s_6m,t1s_6s,t1s_7,t1s_7m,t1s_7s,t2_1,t2_1m,t2_1s,t2_2,t2_2m,t2_2s,t2_3,t2_3m,t2_3s,t2_4,t2_4m,t2_4s,t2_5,t2_5m,t2_5s,t2_6,t2_6m,t2_6s,t2_7,t2_7m,t2_7s,t2m_1,t2m_1m,t2m_1s,t2m_2,t2m_2m,t2m_2s,t2m_3,t2m_3m,t2m_3s,t2m_4,t2m_4m,t2m_4s,t2m_5,t2m_5m,t2m_5s,t2m_6,t2m_6m,t2m_6s,t2m_7,t2m_7m,t2m_7s,t2s_1,t2s_1m,t2s_1s,t2s_2,t2s_2m,t2s_2s,t2s_3,t2s_3m,t2s_3s,t2s_4,t2s_4m,t2s_4s,t2s_5,t2s_5m,t2s_5s,t2s_6,t2s_6m,t2s_6s,t2s_7,t2s_7m,t2s_7s,t3_1,t3_1m,t3_1s,t3_2,t3_2m,t3_2s,t3_3,t3_3m,t3_3s,t3_4,t3_4m,t3_4s,t3_5,t3_5m,t3_5s,t3_6,t3_6m,t3_6s,t3_7,t3_7m,t3_7s,t3m_1,t3m_1m,t3m_1s,t3m_2,t3m_2m,t3m_2s,t3m_3,t3m_3m,t3m_3s,t3m_4,t3m_4m,t3m_4s,t3m_5,t3m_5m,t3m_5s,t3m_6,t3m_6m,t3m_6s,t3m_7,t3m_7m,t3m_7s,t3s_1,t3s_1m,t3s_1s,t3s_2,t3s_2m,t3s_2s,t3s_3,t3s_3m,t3s_3s,t3s_4,t3s_4m,t3s_4s,t3s_5,t3s_5m,t3s_5s,t3s_6,t3s_6m,t3s_6s,t3s_7,t3s_7m,t3s_7s,t4_1,t4_1m,t4_1s,t4_2,t4_2m,t4_2s,t4_3,t4_3m,t4_3s,t4_4,t4_4m,t4_4s,t4_5,t4_5m,t4_5s,t4_6,t4_6m,t4_6s,t4_7,t4_7m,t4_7s,t4m_1,t4m_1m,t4m_1s,t4m_2,t4m_2m,t4m_2s,t4m_3,t4m_3m,t4m_3s,t4m_4,t4m_4m,t4m_4s,t4m_5,t4m_5m,t4m_5s,t4m_6,t4m_6m,t4m_6s,t4m_7,t4m_7m,t4m_7s,t4s_1,t4s_1m,t4s_1s,t4s_2,t4s_2m,t4s_2s,t4s_3,t4s_3m,t4s_3s,t4s_4,t4s_4m,t4s_4s,t4s_5,t4s_5m,t4s_5s,t4s_6,t4s_6m,t4s_6s,t4s_7,t4s_7m,t4s_7s,t5_1,t5_1m,t5_1s,t5_2,t5_2m,t5_2s,t5_3,t5_3m,t5_3s,t5_4,t5_4m,t5_4s,t5_5,t5_5m,t5_5s,t5_6,t5_6m,t5_6s,t5_7,t5_7m,t5_7s,t5m_1,t5m_1m,t5m_1s,t5m_2,t5m_2m,t5m_2s,t5m_3,t5m_3m,t5m_3s,t5m_4,t5m_4m,t5m_4s,t5m_5,t5m_5m,t5m_5s,t5m_6,t5m_6m,t5m_6s,t5m_7,t5m_7m,t5m_7s,t5s_1,t5s_1m,t5s_1s,t5s_2,t5s_2m,t5s_2s,t5s_3,t5s_3m,t5s_3s,t5s_4,t5s_4m,t5s_4s,t5s_5,t5s_5m,t5s_5s,t5s_6,t5s_6m,t5s_6s,t5s_7,t5s_7m,t5s_7s,t6_1,t6_1m,t6_1s,t6_2,t6_2m,t6_2s,t6_3,t6_3m,t6_3s,t6_4,t6_4m,t6_4s,t6_5,t6_5m,t6_5s,t6_6,t6_6m,t6_6s,t6_7,t6_7m,t6_7mm,t6_7s,t6m_1,t6m_1m,t6m_1s,t6m_2,t6m_2m,t6m_2s,t6m_3,t6m_3m,t6m_3s,t6m_4,t6m_4m,t6m_4s,t6m_5,t6m_5m,t6m_5s,t6m_6,t6m_6m,t6m_6s,t6m_7,t6m_7m,t6m_7s,t6s_1,t6s_1m,t6s_1s,t6s_2,t6s_2m,t6s_2s,t6s_3,t6s_3m,t6s_3s,t6s_4,t6s_4m,t6s_4s,t6s_5,t6s_5m,t6s_5s,t6s_6,t6s_6m,t6s_6s,t6s_7,t6s_7m,t6s_7s,t7_1,t7_1m,t7_1s,t7_2,t7_2m,t7_2s,t7_3,t7_3m,t7_3s,t7_4,t7_4m,t7_4s,t7_5,t7_5m,t7_5s,t7_6,t7_6m,t7_6s,t7_7,t7_7m,t7_7s,t7m_1,t7m_1m,t7m_1s,t7m_2,t7m_2m,t7m_2s,t7m_3,t7m_3m,t7m_3s,t7m_4,t7m_4m,t7m_4s,t7m_5,t7m_5m,t7m_5s,t7m_6,t7m_6m,t7m_6s,t7m_7,t7m_7m,t7m_7s,t7mm_6,t7mm_7m,t7s_1,t7s_1m,t7s_1s,t7s_2,t7s_2m,t7s_2s,t7s_3,t7s_3m,t7s_3s,t7s_4,t7s_4m,t7s_4s,t7s_5,t7s_5m,t7s_5s,t7s_6,t7s_6m,t7s_6s,t7s_7,t7s_7m,t7s_7s
Desh_D2T4,1050,0.182,0.131,0,0.087,0,0.116,0,0.138,0.124,0,0.138,0.08,67.6698,3.75845,8.27329,3.92227,132.512,2.30119,0.393581,23.14,20.96,20.96,Y,34.94,Desh_D2T4.txt.deg.degree,0.752,0,0,4.511,0,0,0,0,0,1.504,0,0,0,0,0,0.752,0,0,5.263,4.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.759,0,0,1.504,0,0,1.504,0,0,3.759,0,0,0.752,0,0,0,0,0,1.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.263,0,0,1.504,0,0,0.752,0,0,0,0,0,0,0,0,0.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752,0,0,0.752,0,0,5.263,0,0,0.752,0,0,3.008,0,0,1.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752,0,0,0.752,0,0,0,0,0,3.759,0,0,1.504,0,0,3.759,0,0,2.256,1.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.256,0,0,0,0,0,0,0,0,1.504,0,0,8.271,0,0,0.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.774,0,0,0,0,0,0,0,0,0,0,0,0.752,0,0,0,0,0,3.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.015,0,0,0,2.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Deshi_D2T5,420,0.23,0.173,0,0,0.134,0.115,0,0.134,0.076,0,0,0.134,70.8045,4.04621,12.0612,4.42338,127.999,2.19874,0.476538,39.18,22.04,22.04,Y,16.73,Deshi_D2T5.txt.deg.degree,6.25,0,0,4.167,0,0,0,4.167,0,2.083,0,0,0,0,0,0,0,0,0,4.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.417,0,0,0,0,0,0,4.167,0,0,0,0,2.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.417,0,0,0,2.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.083,0,0,0,2.083,0,2.083,0,0,4.167,0,0,2.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,0,0,0,0,0,4.167,0,0,0,2.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,2.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.167,0,0,0,0,0,0,0,0,0,0,0,2.083,0,0,0,0,0,0,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Durga_D2T7,1125,0.2,0.233,0,0.033,0,0.2,0,0.133,0.2,0,0,0,73.2363,4.086,11.4204,4.46685,130.012,2.32184,0.502098,58.16,16.12,16.12,Y,9.59,Durga_D2T7.txt.deg.degree,0,0,0,0,0,0,0,0,0,3.846,0,0,0,0,0,11.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.846,0,0,0,0,0,0,0,0,11.538,0,0,7.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.231,0,0,0,0,0,0,0,0,0,0,0,3.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.846,0,0,0,0,0,7.692,0,0,0,0,0,3.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.538,0,0,0,0,0,0,0,0,0,0,0,7.692,0,0,3.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gaud_sarang_D2T9,540,0.136,0.136,0,0.318,0,0.181,0.068,0.159,0,0,0,0,70.4135,4.36696,13.9369,4.88111,127.604,2.01394,0.451978,51.58,16.89,16.89,Y,14.64,Gaud_sarang_D2T9.txt.deg.degree,2.5,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12.5,0,0,2.5,0,0,7.5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,2.5,0,7.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gorakh_kalyan_D2T10,1050,0.201,0.174,0,0.009,0,0.174,0,0.055,0.275,0,0,0.11,62.2855,4.27658,10.4766,4.50469,138.273,2.28299,0.514819,22.84,21.94,22.09,N,33.13,Gorakh_kalyan_D2T10.txt.deg.degree,5.714,0,0,3.81,0,0,0,0,0,0.952,0,0,0,0,0,5.714,0,0,0,2.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952,0,0,5.714,0,0,0,0,0,7.619,0,0,0,0,0,0,0,0,0,2.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.905,0,0,7.619,0,0,0,0,0,2.857,0,0,1.905,0,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.905,0,0,0,0,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.571,0,0,0,0,0,0,0,0,4.762,0,0,3.81,0,0,7.619,0,0,0,3.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.619,0,0,0,1.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gujari_todi_D2T11,375,0.214,0,0.214,0,0.142,0,0.142,0,0,0.285,0,0,71.2397,4.2342,11.9848,4.67851,127.999,2.0221,0.467991,43.94,18.4,18.4,Y,19.26,Gujari_todi_D2T11.txt.deg.degree,8.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.696,0,0,0,13.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.348,0,0,0,0,0,0,8.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.696,0,0,0,0,0,0,0,0,8.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.348,0,0,0,0,0,0,4.348,0,0,0,8.696,0,0,0,0,13.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gunakri_D2T12,255,0.155,0,0.181,0.012,0,0.22,0,0.259,0,0.168,0,0,62.3471,4.30688,11.1159,4.52532,128.797,1.86901,0.5525,36.85,19.67,19.67,Y,23.81,Gunakri_D2T12.txt.deg.degree,2.778,0,0,0,4.167,0,0,0,0,0,0,0,1.389,0,0,0,5.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.167,0,0,0,4.167,0,0,0,0,4.167,0,0,4.167,0,0,0,1.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.944,0,0,0,0,5.556,0,0,9.722,0,0,0,1.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.389,0,0,0,1.389,0,0,0,0,13.889,0,0,6.944,0,0,0,4.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.556,0,0,0,1.389,0,0,0,0,0,0,0,5.556,0,0,0,4.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamir_D2T13,990,0.082,0.074,0,0.164,0,0.082,0.059,0.201,0.164,0,0.171,0,64.4941,4.26083,8.90045,4.52013,108.23,3.11345,0.328249,15.6,20.21,20.21,Y,43.98,Hamir_D2T13.txt.deg.degree,0,0,0,1.538,0,0,0,0,0,1.538,0,0,0,0,0,0,0,0,4.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.308,0,0,0,0,0,2.308,0,0,0,0,0,1.538,0,0,0,0,0,0.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.538,0,0,6.154,0,0,6.154,0,0,1.538,0,0,0.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.308,0,0,4.615,0,0,0,0,0,0,0,0,0,0,0,1.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.846,0,0,0.769,0,0,1.538,0,0,0,0,0,0.769,0,0,3.077,0,0,0.769,0,4.615,9.231,0,0,0.769,0,0,0.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769,0,0,0,0,0,0,0,0,0,0,0.769,2.308,0,0,5.385,0,0,7.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.846,0,0,0.769,0,0,0,0,0,0,0,0.769,2.308,0,0,9.231,0,0,0.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hansadhvani_D2T14,1020,0.142,0.154,0,0.25,0,0.023,0,0.261,0,0,0.166,0,62.5817,4.40327,11.4815,4.56209,129.604,2.12505,0.452468,17.17,19.9,20.06,N,42.86,Hansadhvani_D2T14.txt.deg.degree,2.5,0,0,3.75,0,0,1.25,0,0,1.25,0,0,2.5,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75,0,0,0,0,0,2.5,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.25,0,0,5,0,0,0,0,0,8.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,8.75,0,0,1.25,0,0,5,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,1.25,0,0,0,0,0,7.5,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaijaivanti_D2T16,1095,0.109,0.218,0,0.142,0.005,0.12,0,0.136,0.114,0,0.049,0.103,64.0062,4.25008,8.53886,4.46868,115.164,3.16244,0.334814,20,18.03,18.03,Y,43.94,Jaijaivanti_D2T16.txt.deg.degree,3.911,0,0,1.676,0,0,0.559,0,0,0,0,0,1.117,0,0,0,0,0,0.559,2.793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.676,0,0,10.615,0,0,4.469,0.559,0,0,0,0,0,0,0,0,0,0,1.676,2.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559,0,0,3.352,0,0,2.793,0,0,6.704,0,0,0.559,0,0,0,0,0,0,0,0,0,0,0,0.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.676,0,0,5.028,0,0,2.235,0,0,2.235,0,0,0,0,0,0,1.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559,0,0,1.117,0,0,1.117,0,0,2.793,0,0,4.469,0,0,2.793,0,0,1.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559,0,0,0,0,0,0.559,0,0,3.352,0,0,3.911,0,0,0,3.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.793,0,0,0.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.676,0,0,0.559,0,0,1.676,0,0,0,0,0,0,0,0,2.235,0,0,5.028,0,0,0,1.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
